section-result-title,section-result-details,cards-rating-score,section-result-num-ratings,section-result-cost,section-result-location,section-result-description,section-result-info,e0HygkTYhQy__attribute-content,section-result-info 2
Jollibee Guadalupe,Fast Food,4.1,(688),₱,R. Duterte St,Fast-food chain with Filipino flavors,Open until 10:00 pm,Delivery · Takeaway,
Orange Brutus,Fast Food,4.1,(14),,"E Mall, Cor Leon Kilat St N Bacalso Ave",Fast-food chain with Filipino flavors,Open until 8:00 pm,Delivery,
Jollibee,Fast Food,4.1,(200),₱,"Super Metro, Natalio B. Bacalso Ave",Fast-food chain with Filipino flavors,Open until 9:30 pm,Delivery · Takeaway,
Orange Brutus,Fast Food,3.4,(5),,Osmeña Blvd,Fast-food chain with Filipino flavors,Open until 10:00 pm,Delivery · Takeaway,
Jollibee,Fast Food,4.0,(799),₱,19 Gorordo Ave,Fast-food chain with Filipino flavors,Open until 8:30 pm,Takeaway,
Spicy 'N Sweet Restaurant,Fast Food,4.2,(170),,Don Gil Garcia Street,Fast-food chain with Filipino flavors,Open until 10:00 pm,Delivery,Temporarily closed
Pritong Manok,Fast Food,3.7,(367),,"4Th Floor, Food Choices, Archbishop Reyes Avenue, Ayala Center Cebu",Quick stop for familiar Chinese fare,Open until 8:00 pm,Delivery,
Mang Inasal,Fast Food,4.1,(141),₱,"Bakilid Ground Floor, J Centre Mall, 165 AS Fortuna Street, Bakilid, Mandaue City, Cebu, Philippines, A. S. Fortuna St",Fast-food fried chicken chain,Open until 9:00 pm,Delivery,
Chowking,Fast Food,4.0,(32),,"Marina Mall, M.L. Quezon National Highway",Quick stop for familiar Chinese fare,Open until 11:00 pm,Delivery,
Jollibee - Basak Mactan,Fast Food,4.1,(493),₱,Basak,Fast-food chain with Filipino flavors,Open until 9:00 pm,Delivery,
Chowking,Fast Food,4.8,(5),₱,"Level 1, Cebu Cyberzone Filinvest, Geonzon St. corner Salinas Drive,",Fast-food chain with Filipino flavors,Open until 6:00 pm,Delivery,Temporarily closed
Sinagol,Fast Food,3.0,(1),,,Fast-food chain with Filipino flavors,Open until 9:00 pm,Delivery · Takeaway,
Noelle Marie's Restaurant,Fast Food,3.8,(192),,"79, Don Gil Garcia Street, Capitol Site",Fast-food chain with Filipino flavors,Open until 9:00 pm,Delivery,Closed
Andok's,Fast Food,3.9,(37),₱,Juan Luna Ave Corner Mj Cuenco Ave,Fast-food chain with Filipino flavors,Open until 10:00 pm,Delivery,
Jollibee Gorordo,Fast Food,4.1,(227),₱,"Gorordo corner, General Maxilom Ave",Fast-food chain with Filipino flavors,Open until 9:00 pm,Delivery,
Wanna Eat,Fast Food,3.4,(16),,"Cebu IT Park, Jose Maria del Mar St",Fast-food chain with Filipino flavors,Open until 1:30 am,Delivery,
Chowking,Fast Food,4.0,(10),₱,"G/F Pacific Mall Mandaue, Estancia-Ibabaw, Mandaue City",Iconic fast-food burger & fries chain,Open until 10:00 pm,Delivery,Temporarily closed
Cebu's Original Lechon Belly,Fast Food,4.0,(78),,Park Mall Ouano Avenue,Fast-food chain with Filipino flavors,Open until 11:30 pm,Delivery · Takeaway,
Chowking,Fast Food,3.3,(12),₱,"G/F, Parkmall, J. Luna Ave",Fast-food chain with Filipino flavors,Open until 9:00 pm,Delivery,Temporarily closed
Chowking,Fast Food,3.2,(6),₱,3F,Fast-food chain with Filipino flavors,Open until 7:00 pm,Delivery,Temporarily closed
Jollibee Robinsons Cybergate,Fast Food,4.2,(40),₱,"Robinsons Cybergate, 1st Floor, Don Gil Garcia St",Fast-food chain with Filipino flavors,Open until 10:00 pm,Delivery · Takeaway,
Dimsum Break,Fast Food,3.8,(21),₱₱,"Ground Floor, Elizabeth Mall N. Bacalso Ave, cor Leon Kilat St",Fast-food chain with Filipino flavors,Open until 8:00 pm,Delivery,
Chowking - SM City Cebu,Fast Food,5.0,(1),,Unnamed Road,Fast-food chain with Filipino flavors,Open until 9:30 pm,Delivery · Takeaway,
All Fresh Food Products Incorporated,Fast Food,2.0,(1),,M C Briones Street,Fast-food chain with Filipino flavors,Open until 10:00 pm,Delivery · Takeaway,
Jollibee,Fast Food,3.7,(27),₱,"138 Mall, Ground Floor, Colon St",Fast-food chain with Filipino flavors,Open until 9:00 pm,Takeaway,
McDonald's,Fast Food,3.6,(49),₱,"SM City Cebu, Juan Luna Ave Ext",Iconic fast-food burger & fries chain,Open until 10:00 pm,Delivery,Temporarily closed
Majestic,Fast Food,3.7,(367),,"Robinsons Place Cebu, Fuente Osmeña Boulevard, Sta. Cruz",Quick stop for familiar Chinese fare,Open until 8:00 pm,Delivery,
Jollibee,Fast Food,4.2,(411),₱,"Dial #87000, JL & Sons Building, 905, 6000 Francisco Llamas St",Fast-food chain with Filipino flavors,Open until 11:00 pm,Delivery · Takeaway,
Orange Brutus,Fast Food,4.0,(5),,"Ground Floor, Elizabeth Mall Leon, Kilat Street",Quick stop for familiar Chinese fare,Open until 8:00 pm,Delivery,
Fil-Am Rose Restaurant,Fast Food,4.1,(493),,Fructuoso Ramos Street,Fast-food chain with Filipino flavors,Open until 9:00 pm,Delivery,
Chowking,Fast Food,3.4,(92),₱,"solara, G/F, General Maxilom Ave",Quick stop for familiar Chinese fare,Open until 6:00 pm,Delivery,Temporarily closed
Jollibee Escario DT,Fast Food,4.3,(200),₱,N Escario St,Fast-food chain with Filipino flavors,Open until 9:00 pm,Delivery,
Beverly Room Restaurant,Fast Food,4.5,(2),,F. Manalo Street,Fast-food chain with Filipino flavors,Open until 9:00 pm,Delivery,Closed
Sinangag Station,Fast Food,3.9,(37),,,Fast-food chain with Filipino flavors,Open until 10:00 pm,Delivery,
Jollibee,Fast Food,3.8,(111),₱,"i2 Bldg, Jose Maria del Mar St",Fast-food chain with Filipino flavors,Open until 9:00 pm,Delivery,
Chowking,Fast Food,3.8,(78),₱,G/F Gaisano Mactan,Fast-food chain with Filipino flavors,Open until 1:30 am,Delivery,Temporarily closed
Yeth & Tess Quick Snack,Fast Food,4.0,(10),,812 Tres de Abril Street,Iconic fast-food burger & fries chain,Open until 10:00 pm,Delivery,Temporarily closed
Chowking,Fast Food,3.7,(248),₱,V Rama Ave,Quick stop for familiar Chinese fare,Open until 6:00 pm,Delivery · Takeaway,
Shawarma Town,Fast Food,3.3,(12),,"Level 2, Ayala Center Cebu, Archbishop Reyes Avenue, Cebu Business Park, Cebu",Fast-food chain with Filipino flavors,Open until 9:00 pm,Delivery,Temporarily closed
Orange Brutus,Fast Food,3.2,(6),,R. Landon St,Fast-food chain with Filipino flavors,Open until 7:00 pm,Delivery,Temporarily closed
RC Restoderia,Fast Food,4.2,(40),,Juan Luna Avenue Extension,Fast-food chain with Filipino flavors,Open until 10:00 pm,Delivery · Takeaway,
Angel's Burger,Fast Food,3.0,(8),,37 Sampaguita St,Fast-food chain with Filipino flavors,Open until 8:00 pm,Delivery,
Crepe a Go-Go,Fast Food,5.0,(1),,"4Th Floor, Ayala Center Cebu, Archbishop Reyes Avenue, Cebu Business Park",Fast-food chain with Filipino flavors,Open until 9:30 pm,Delivery · Takeaway,
Jollibee,Fast Food,3.8,(63),₱,Colon St,Fast-food chain with Filipino flavors,Open until 11:00 pm,Delivery,
Burger King,Fast Food,4.0,(1),,"Northdrive, Ouano Avenue",Fast-food chain with Filipino flavors,Open until 8:00 pm,Takeaway,Temporarily closed
Orange Brutus,Fast Food,3.7,(29),,,Iconic fast-food burger & fries chain,Open until 10:00 pm,Delivery,Temporarily closed
BonChon,Fast Food,2.5,(4),₱₱,"Mactan Cebu International Airport Terminal, 2",Korean fried chicken specialist,Open until 8:00 pm,Delivery,Temporarily closed
Maexel ChiCha Bites and Snacks,Fast Food,1.0,(1),,"951, Maderazzo Building, Cebu South Road, San Nicholas, Mambaling",Fast-food chain with Filipino flavors,Open until 2:00 am,Delivery · Takeaway,
Bon Ami Restaurant and Ktv,Fast Food,4.3,(6),,"858, Katipuanan Street, Tisa",Quick stop for familiar Chinese fare,Open until 8:00 pm,Delivery,
Cebu's Original Lechon Belly,Fast Food,4.8,(8),,C.D.Seno,Fast-food chain with Filipino flavors,Open until 11:00 pm,Delivery · Takeaway,
Anthony's Eatery,Fast Food,3.0,(1),,"M.L Quezon Avenue, Pajo",Quick stop for familiar Chinese fare,Open until 6:00 pm,Delivery,Temporarily closed
Kandingan Sa Opon Restaurant,Fast Food,4.5,(2),,Basak Road,Fast-food chain with Filipino flavors,Open until 9:00 pm,Delivery,
Chibog Karenderya,Fast Food,4.5,(4),,Salvador St,Fast-food chain with Filipino flavors,Open until 9:00 pm,Delivery,Closed
Cebu's Original Lechon Belly,Fast Food,5.0,(1),,"Super Metro Gaisano M.L., M.L. Quezon National Highway",Fast-food chain with Filipino flavors,Open until 9:00 pm,Delivery,
Mang Inasal,Fast Food,3.4,(54),₱,"Parkmall, 168 Ouano Avenue",Fast-food chain with Filipino flavors,Open until 8:00 pm,Delivery,
Mang Inasal,Fast Food,3.7,(54),₱,"SM City Cebu, Juan Luna Ave Ext",Fast-food fried chicken chain,Open until 9:00 pm,Delivery,Temporarily closed
Jollibee,Fast Food,3.6,(22),₱,"2nd Gaisano Country Mall, Gov. M. Cuenco Ave",Fast-food chain with Filipino flavors,Open until 9:00 pm,Delivery,Temporarily closed
Kamikaze Tempura Kid,Fast Food,5.0,(1),,"179 Osmena Boulevard, Juan Luna St",Quick stop for familiar Chinese fare,Open until 6:00 pm,Delivery · Takeaway,
Chicken Deli,Fast Food,3.8,(26),,1 Park Mall Dr,Fast-food chain with Filipino flavors,Open until 9:00 pm,Delivery,Temporarily closed
Leylam Deluxe SM Seaside Cebu,Fast Food,4.7,(3),,Unnamed Road,Fast-food chain with Filipino flavors,Open until 7:00 pm,Delivery,Temporarily closed
Chowking,Fast Food,3.2,(13),₱,"G/F Gaisano Grand Mall of Mactan, Basak corner Agus Road, Lapu Lapu City Cebu",Fast-food chain with Filipino flavors,Open until 7:00 pm,Delivery · Takeaway,
Tiktilaok,Fast Food,4.6,(7),,"ayala center cebu, 176 Archbishop Reyes Ave. Cebu Business Park",Fast-food chain with Filipino flavors,Open until 10:00 pm,Delivery,
Golden Arches Development Corporation,Fast Food,5.0,(1),,Colon Corner Borromeo Street,Fast-food chain with Filipino flavors,Open until 9:30 pm,Delivery · Takeaway,
Andok's,Fast Food,3.8,(9),,Juan Luna Ave Ext,Fast-food chain with Filipino flavors,Open until 11:00 pm,Delivery,
MyJoy SM Seaside,Fast Food,4.5,(2),,,Fast-food chain with Filipino flavors,Open until 10:00 pm,Takeaway,Temporarily closed
Yellow Bee 24,Fast Food,5.0,(2),,"42 Wilson St, Apas, Cebu City, 6000 Wilson St",Iconic fast-food burger & fries chain,Open until 10:00 pm,Delivery,Temporarily closed
Sweet Heaven Industries Corporation.,Fast Food,2.5,(4),,"J.P. Rizal Street Mandaue City, 6014 Cebu, Philippines",Korean fried chicken specialist,Open until 8:00 pm,Delivery,Temporarily closed
Leylam Shawarma,Fast Food,3.5,(4),,"2nd Floor Robinsons Cybergate Cebu, Don Gil Garcia Street",Fast-food chain with Filipino flavors,Open until 9:00 pm,Delivery · Takeaway,
Turks Pueblo Verde Outlets Cebu,Fast Food,5.0,(2),,,Quick stop for familiar Chinese fare,Open until 10:00 pm,Delivery,
Potato Corner,Fast Food,4.8,(8),,,Fast-food chain with Filipino flavors,Open until 11:00 pm,Delivery · Takeaway,
Felix Batchoy,Fast Food,4.8,(4),,V Rama Ave,Quick stop for familiar Chinese fare,Open until 11:00 pm,Delivery,Temporarily closed
Mang Inasal,Fast Food,3.5,(56),₱,"Osmeña Blvd, corner F. Gonzales St",Fast-food chain with Filipino flavors,Open until 9:00 pm,Delivery,
Jollibee 138 Mall Colon,Fast Food,5.0,(1),,"138 Mall, 138 Colon St",Fast-food chain with Filipino flavors,Open until 9:00 pm,Delivery,Closed
Mang Inasal,Fast Food,3.5,(20),₱,"SM Seaside City, Cebu South Coastal Rd",Fast-food chain with Filipino flavors,Open until 9:00 pm,Delivery,
Okinawa Heat - SM Foodcourt,Fast Food,5.0,(2),,SM City Cebu,Fast-food chain with Filipino flavors,Open until 8:00 pm,Delivery,
Chowking,Fast Food,3.1,(25),₱,"Unit 131, G/F, Gaisano Country Mall, Banilad, Cebu City",Fast-food fried chicken chain,Open until 9:00 pm,Delivery,Temporarily closed
Jollibee,Fast Food,2.9,(11),,,Fast-food chain with Filipino flavors,Open until 9:00 pm,Delivery,Temporarily closed
Chowking,Hong Kong style fast food restaurant,4.1,(361),₱,W Geonzon St,Quick stop for familiar Chinese fare,Open until 6:00 pm,Delivery,
Chowking,Fast Food,2.8,(10),,G/F Gaisano Country Mall,Quick stop for familiar Chinese fare,Open until 10:00 pm,Delivery,Temporarily closed
Jafar's Shawarma Station,Fast Food,3.1,(16),,Ayala Center Cebu,Fast-food chain with Filipino flavors,Open until 10:00 pm,Delivery,Temporarily closed
Chowking,Hong Kong style fast food restaurant,4.1,(66),₱,26 Osmeña Blvd,Fast-food chain with Filipino flavors,Open until 9:00 pm,Delivery,
KFC Fuente Osmeña,Fast Food,3.8,(336),₱,"Doña Luisa Building, G/F, Fuente Osmeña Cir",Fast-food fried chicken chain,Open until 10:00 pm,Delivery,
Burger King,Fast Food,2.6,(13),,Mactan Cebu International Airport Terminal 2,Fast-food chain with Filipino flavors,Open until 9:30 pm,Delivery · Takeaway,
KFC Mandaue,Fast Food,4.0,(421),₱,"RAMCAR Building, M. C. Briones Avenue, Maguikay Mandaue",Fast-food fried chicken chain,Open until 11:00 pm,Delivery,
KFC E Bloc 3,Fast Food,3.9,(50),₱,"eBloc 3 Tower, Stall 109 Level 1, G/F",Fast-food fried chicken chain,Open until 10:00 pm,Takeaway,Temporarily closed
KFC Parkmall,Fast Food,3.7,(75),₱,168 Park Mall Dr,Fast-food fried chicken chain,Open until 10:00 pm,Delivery,Temporarily closed
Cebu Lumpia House,Fast Food,4.0,(56),,262 Manalili St,Korean fried chicken specialist,Open until 5:30 pm,Delivery,Temporarily closed
KFC Cebu IT Park,Fast Food,3.9,(67),₱,G/F i2 & i3 Building Asia Town IT Park Apas,Fast-food fried chicken chain,Open until 9:00 pm,Delivery,
KFC F. Cabahug,Fast Food,3.8,(258),₱,F. Cabahug St,Fast-food fried chicken chain,Open until 10:00 pm,Delivery,
Goldilocks Bakeshop,Fast Food,3.0,(2),₱₱,"Tisa Street, Labangon",Fast-food chain with Filipino flavors,Open until 11:00 pm,Delivery · Takeaway,Temporarily closed
ArmyNavy Burger + Burrito,Fast Food,4.2,(16),₱₱,"Ayala Center, 176 Archbishop Reyes Ave",Quick stop for familiar Chinese fare,Open until 11:00 pm,Delivery,Temporarily closed
Azool Burrito Bar,Fast Food,4.2,(13),,"E Zone, F. Cabahug St",Fast-food chain with Filipino flavors,Open until 9:00 pm,Delivery,Temporarily closed
Dimsum Break,Fast Food,3.9,(174),₱₱,"G/F North Arcade, Banilad Town Centre, Gov. M. Cuenco Ave",Fast-food chain with Filipino flavors,Open until 9:00 pm,Delivery,Closed
Tokyo Tokyo,Japanese,3.3,(8),₱₱,"SM Seaside, F Vestil St Cor SRP",Fast-food chain with Filipino flavors,Open until 9:00 pm,Delivery,
Ngohiong Express,Takeout Restaurant,3.8,(22),,Francisco Llamas St,Fast-food chain with Filipino flavors,Open until 8:00 pm,Takeaway,
Flame It Burgers And Sausages,Takeout Restaurant,4.3,(13),,Pope John Paul II Ave,Fast-food fried chicken chain,Open until 9:00 pm,Takeaway,Temporarily closed
Bigby's Cafe,Restaurant,4.3,(21),,,Fast-food chain with Filipino flavors,Open until 10:00 pm,Delivery,Temporarily closed
Alzen's Food station,Restaurant,2.3,(3),,236-230 Tres de Abril St,Quick stop for familiar Chinese fare,Open until 6:00 pm,Delivery,
STREET YARD,Restaurant,4.5,(80),,"Park Mall, A1 Ouano Avenue",Quick stop for familiar Chinese fare,Open until 10:00 pm,Delivery,Temporarily closed
Red Ribbon,Fast Food,4.0,(1),₱₱,"Lower Ground Floor, SM Seaside City Cebu, Cebu South Coastal Rd",Filipino bakery selling cakes & pastries,Open until 9:00 pm,Delivery,Temporarily closed
Bigby's,Restaurant,3.9,(107),,"ayala center cebu, 176 Archbishop Reyes Ave. Cebu Business Park",Fast-food chain with Filipino flavors,Open until 11:00 pm,Delivery,
Somac Korean Restaurant,Korean,4.4,(411),₱₱,Pope John Paul II Ave,Fast-food fried chicken chain,Open until 7:00 pm,Delivery,
Ngohiong Express,Restaurant,4.2,(18),,SRP Access Road,Fast-food chain with Filipino flavors,Open until 9:30 pm,Delivery · Takeaway,
Special Ngohiong Express,Restaurant,4.1,(17),,"Gaisano Savers, Maximo V. Patalinghug Jr. Ave.",Fast-food fried chicken chain,Open until 11:00 pm,Delivery,
The Y LAME Carenderia,Restaurant,4.5,(25),,S Jayme St,Fast-food fried chicken chain,Open until 12:00 am,Takeaway,Temporarily closed
Kikomeister's,Takeout Restaurant,3.7,(75),,86 F. Ramos St,Fast-food fried chicken chain,Open until 8:00 pm,Takeaway,Temporarily closed
Kebab JR,Restaurant,4.3,(6),,,Korean fried chicken specialist,Open until 9:00 pm,Delivery,Temporarily closed
McDonald's Paseo Arcenas,Restaurant,4.4,(396),₱,Salvador St,Iconic fast-food burger & fries chain,Open until 6:00 pm,Delivery,
